health_zone,lng,lat
Mapiki,29.46662,0.62894
Ndjau,30.3986389,1.9248889
Miala,30.2686667,1.6220556
Soleniama,30.266733,1.6419709
Kalo,30.4788113,1.8602596
Burasi,30.2225,1.0227781
Linga,30.355556,1.541667
Tembo,30.2476111,2.0293889
Hakabo,30.0413889,1.5566667
Gina,30.386675,1.7936139
Opira III,29.6005554,0.8019722
Ndima,30.2402778,2.0267222
Djambi,30.5971111,1.7311944
Linzo sisene IV,29.6028611,0.8058333
Buliki,29.8275278,1.4234444
Dhedja,30.5715556,1.8325556
Kagoro,30.286,1.2530833
Maleki,29.4675839,0.757133
Risasi,30.39275,1.7450873
Aveba,30.0885776,1.212457
Atonza,29.7071665,0.8989444
,29.7631092,1.3666906
Tsilo,30.3650278,1.6678056
Kakuka III,29.7917222,0.9041112
Datule,30.4943598,1.5064965
Andisende,29.5104167,1.3545278
Bambu,30.23662,1.80157
Ngite -kubechi,29.5122231,0.6069283
Jurki,30.6124999,1.701667
Zumbe,30.3194441,1.4702781
Kaswara,30.1138889,1.2353611
Jumbe,30.2138888,1.4499999
Dala,30.1925574,1.9848386
Kulu,30.337,1.6712222
Kasenyi,30.441389,1.390556
Yedi,29.9824042,2.0666081
Bunzenzele,30.0494441,1.6950001
Goba,30.5020679,1.9001458
Maga,30.0553611,1.16625
Kakuka II,29.7845557,0.9071112
Lodgasi,30.3522778,1.9994167
Pimbo,30.469903,1.8449725
Kpolowu,29.723611,0.8980833
Tshayi,30.1813803,1.502465
Rugetsi 2,29.6750278,0.2042222
Saba,30.3749262,1.7563879
Ngite,29.5072725,0.6077451
Mbasa,30.1353889,1.2247778
Mutido,29.8156334,0.8988499
Boya 1,30.0146944,1.4543611
Dhera,30.5843611,1.7122222
Bulemba,29.77475,0.9016667
Makayanga,29.7833889,1.3623889
Kainama II & III,29.8000667,0.8995666
Ndungbe,30.4406389,1.6244722
Linzo 4,29.3166919,0.6051081
Ndoki,30.6097222,1.6688891
Malabo,30.4275278,1.5604167
Ofai,29.6930556,1.2016389
Concord,30.255556,1.5249999
Kongi,30.6088611,1.7028889
Buhuma,30.243056,1.1411111
Mandro,30.3491671,1.6291671
Bochu,30.3508889,1.9939722
Sililo,30.0471809,1.4677954
Bogo,30.3720556,1.7229444
Kakuka I,29.7887222,0.9066944
Ngakpa,30.1765556,1.9913056
Bud'U,30.47709,1.72869
Mamove,29.4412435,0.8241467
Yombiabo,30.0331667,1.5718333
Gina,30.3888082,1.7715922
Nyarara,30.1249167,1.2051111
Bango,29.7653332,0.9023334
Bhilo,30.6608667,1.6735833
Sisa,30.1245833,1.2455833
Mangimo,29.5290833,0.8528056
Sirikani,30.0011108,1.436944
Lopa,30.3396111,1.7372778
Vido III,29.8649444,0.9656112
Magalabo I,30.2301944,1.6480833
Banacongo,29.54125,1.3636111
Vulengi,29.5433341,0.5033159
Ngbala,30.51011,1.71582
Tsubu,30.4328889,1.5665556
Kamatsi,29.9880833,1.1291944
Dzimbu,30.4367222,1.5780556
Loki,30.0858889,2.0679167
Masumbuko,30.5390278,1.7322778
Kaguma/A,30.2522222,1.2933889
Tchulu,30.4396944,1.6168056
Ungwaru Combe,30.1816111,1.9265
Okapi,29.7558056,1.3698056
Golo,30.5977222,1.6761111
Abya,29.7368888,0.8943333
Alosi,30.213333,1.747222
Ndrilo,30.6581667,1.6731111
Mulobya,29.5296389,0.8214167
Ndenge,30.1834444,1.5602778
Kyasenda 4,29.711,0.0468611
Mbulo,30.4051111,1.6830556
Kalibo 1,29.2982337,0.5567436
Kengelu,30.0771111,1.22775
Anzuma,29.7159047,0.7194004
Banikogoro,30.0200609,1.4576303
Budu,30.429,1.9706389
Mayi Safi,29.6899168,0.8978611
Ngalula,29.82425,1.4129444
Nzanganana,29.5501667,0.8092778
Magador,30.257222,1.592222
Muhito,30.2864,1.6466667
Mangango,29.3485183,0.5242737
Dz'Ngu,30.4990556,1.7012222
Tchere,30.2080278,1.5368889
Lolwa,29.4953889,1.3499167
Maze,30.5613056,1.8015278
Niamamba,30.5194439,1.5252779
Loga,30.4111109,1.685278
Mitego,29.9908333,1.1363889
Katirogo,30.2982222,1.6259167
Masambo 2,29.6959167,0.1616944
Mngla,30.3436109,1.933889
Mbandi,30.0933333,1.4530556
Katoto,30.3471944,1.6526944
Kokola I,29.6025556,0.7848055
Kavelega 2,30.30123,1.43508
Mbijo,30.1124999,2.076389
,29.9594441,1.3663891
Dirokpa,30.4324722,1.8172222
Opira II,29.7642222,0.7943334
Ndjangoba,30.6091111,1.6961944
Sesele,29.61825,0.7119167
Masambo 1,29.6869167,0.1628889
Jitso,30.5284167,1.94475
Mambabio,29.5415833,0.8292222
Banbatt,29.9958132,1.4335943
Tchoro,30.5914444,1.7363611
Vunyondo,29.4819722,0.8645556
Niamavi,30.3815,1.3285
Mambesu,29.5055556,1.4066667
Mavivi Matembo,29.4771597,0.565443
Djaba,30.5006,1.9656944
Tungudu,29.6442778,0.7565278
Penie,30.435278,1.565278
Sengi,30.1333611,1.2083056
Mulobia,29.5270278,0.8044167
Joo,30.608069,1.6000499
Killomine,30.121389,1.795833
Pitso,30.4491944,1.82875
Kogro,30.3050002,1.2394439
Kafe,30.5425381,1.5597176
Bovadhega,30.2394442,2.037222
Boya 2,30.0287222,1.4531111
Gboro,30.4253609,1.8126314
Ofaye Otto Maber,29.5880556,1.0755556
Drakpa,30.2605556,2.0145833
Djugu,30.503844,1.915247
Ibanda,29.8559833,0.9267833
Rawampara,30.1749998,1.541667
Badya,30.0258331,1.481389
Kparaganza,30.4324444,1.6623889
Koga,30.342222,1.261667
Kokola III,29.588611,0.7917777
D'Datsi,30.3167222,1.6848889
Linzo sisene III,29.6038056,0.8119167
Ngambili,30.0763889,1.4533333
Mapobu,29.6086667,0.7113056
Bedu-Ezekere,30.29757,1.43053
Koda,30.6119444,1.7155278
Kalibo 2,29.2952981,0.5623544
Bassa,30.4889417,1.8905472
Chele Chele,30.2424998,1.5400001
Komanda Helipad,29.7077782,1.277222
Ukelokpa Tibi,30.3209167,1.9698056
Kalanda,30.3883333,1.6517778
Lengabo,30.1996868,1.501687
Mandro,30.4066389,1.6761667
Kawango,30.137,1.21125
Bosejorc,30.2811109,1.565
Sayo,30.02068,1.94337
Mangiva,29.8327033,1.4280318
Tchey,30.6525833,1.6761667
Mayimoya,29.5697222,0.7702778
Makabo,30.2223387,1.5138263
Kobu,30.2033329,1.826944
Chini ya kilima,30.03084,1.36249
Tche,30.5230561,1.6669439
Maleki-Mamove,29.5021448,0.7180771
Zanyo,30.4848792,1.8829753
Abialose,29.6210833,0.747
Rugetsi 1,29.7153056,0.2220278
Ndjatso,30.48581,1.7168
Mbutama,29.43345,0.62279
Mochunga,30.3400001,1.2905559
Kisui,29.8611166,0.93695
Khodeza,29.985556,1.3383329
Drodo,30.5455561,1.7522221
Makoyoba,29.6208889,0.8426667
Soke,30.202222,1.3213891
Pangapanga,30.3904703,1.7725434
Kokola II,29.5866943,0.7804722
Bambe,30.2933329,1.592778
Rudjoko/A,30.2134722,1.2702222
Zekere,30.3241669,1.5202781
Ndjanga,30.3612644,1.7597591
Judjo,30.50733,1.7168
Rudjoko,30.2235556,1.2775556
Alpha,30.213333,1.5638889
Uchibire,30.2478611,1.9891389
Marabo,30.0033254,1.4425735
Bau,30.3725,1.7319722
Sayuni,29.4779444,0.8881667
Saliboko,30.112222,1.7541669
Nyampala,30.4345867,1.8177408
Kolikoko,29.4803,0.73014
Mayaribo,30.1713889,1.4726944
Vami,30.03075,1.6087778
Likpi,30.426944,1.9361109
Monobi,30.1358056,1.2324444
Tsutsubo,29.6209722,0.8427222
Singo,30.4553889,1.6798889
Bunake,29.6548056,0.8619167
Irumu,29.874835,1.4528292
Vido II,29.8775279,0.9382501
Nyamussasi Port,30.4667363,1.4167489
Salibhoko,30.4742778,1.6841944
Medu,30.1872218,1.3686111
Kandate,29.4999167,1.3519722
Kilo,30.121389,1.8116671
Largu,30.5491667,1.7434444
Sindabo,30.1972219,1.396944
Iga Barriere,30.3041111,1.7356944
Mukiro/A,30.1988333,1.2654167
Boa,30.433333,1.530556
Chemadji,30.2342778,2.0334444
Makombo,30.1657778,1.6096944
Bi,30.4120278,1.7101111
Bilimani,29.6027222,0.8189167
Rwampara,30.226431,1.619806
Uweci,30.3714444,1.9532222
Chai,30.1643539,1.502919
Lomande,30.3644167,1.7324444
Manzati,29.7736387,0.9016944
Tshadhu,30.5734167,1.6888056
Makembi,29.5654723,0.8261389
Kyasenda 1,29.7005278,0.04875
Gotti,30.40725,1.7118333
Kyavisimi,29.2533465,0.5176699
K. Rubingo,29.9397218,1.0622219
Vido I,29.863111,0.9443611
Ngabu,30.5750556,1.7056944
Muzirandulu,29.8383502,0.9089333
Dzunde,30.216389,1.4347219
Tagka,30.3977779,1.337778
Linzo 3,29.3182108,0.6074857
Liu,30.49321,1.73725
Borokpa,30.31352,1.44434
Kavelega 1,30.30344,1.43044
Penja,30.2606944,2.0043333
Largo,30.5419439,1.745556
Matafu,30.0346111,1.1756944
Kanyasi,30.2206667,1.5744167
Upenji,30.205785,1.9442349
Marabo,30.0250001,1.466667
Loko,30.6481667,1.7131944
Kitsimba,29.8384499,0.91155
Mabanga,30.2866672,1.8875001
Dhadha,30.382,1.7341389
Kazaroho,29.6562776,0.7062778
Matumini,30.1730278,1.6427222
Singoma,30.0772222,1.4532222
Dz'Kpa,30.47861,1.73793
Katorogo,30.0536389,1.1891944
Kamungu,29.6770554,0.8791111
Djaro,30.49899,1.76035
Chuchubo,29.6474722,0.8100833
Olungya,30.1208332,1.324167
Capoca,29.5175,0.83125
Saintave,30.241111,1.599444
Tsigbi,30.2375,1.6623611
Bukaringi,29.4999998,1.133333
Dima,30.2499167,2.0049444
Gokalu,30.5156389,1.9309722
Magalabo II,30.2279722,1.6636944
Kinyombaya,30.1936944,1.2664167
Ngazu,30.1749998,1.4805561
Djitofu,30.0338831,2.0174431
Budza,30.6566111,1.6734722
Tshabi,29.8772,0.9806111
Ngona,30.1906111,1.5329167
Ndromo,30.233056,1.9388891
Kaya,30.0806337,1.4635763
Unga,30.489,1.89275
Tsanda,30.1794444,1.2639167
Maibo,29.5613571,0.7422356
Wiri,30.4125001,1.9277779
Lesse Abatonga,29.7395557,0.91175
Kyasenda 2,29.7071111,0.0482222
Gbitihi,30.5986111,1.7314444
Linzo 1,29.314197,0.6085608
Aginzi,30.2011111,1.2716111
Linzo sisene III,29.6053333,0.8177222
Nyankunde,30.03342,1.432
Kpangavi,30.4152778,1.70125
Mamunjoma,29.6711524,0.6828713
Totoba,30.2931111,1.5620556
Kindia,30.2580556,1.5370556
Mavivi,29.4865604,0.5875915
Dzadzu,30.5061727,1.9046007
Sabe,30.5024776,1.5112397
Jt Ghat,30.5250001,1.5333329
Kpadole,30.3666944,1.7576944
Loka,30.5829167,1.7321389
Geti,30.1743285,1.2092449
Babukucha,30.25889,1.52334
Nizi,30.2872219,1.768333
Olongba,30.1255501,1.330855
Bau II,30.4012778,1.6610833
Bambuba Kisiki,29.5695,0.77611
Banyarikilo,30.071111,1.791667
Ngamu,30.4843056,1.9286944
Atokaka,29.6233056,0.7966944
Bolonzabo,29.9594441,1.364444
Zatchoni,30.5166389,1.6897222
Boga,29.9556787,1.0253211
Linzo sisene I,29.60625,0.8314167
Wadda,30.49819,1.7393
Ndenge,30.0309001,1.4602087
Kambi Ya Yua,29.8123333,0.7896112
Bancele,30.1944442,1.376667
Kigwene,29.231806,-1.103381
Kasesero,29.1763822,-0.984252
Murangara,28.955938,-1.419793
Kinyeere,28.7474969,-1.3652209
Kabati,28.9514351,-1.189047
Kagando,29.2836668,-1.101
Buganza,29.5966102,-0.8454163
Mushaki,28.9818169,-1.5330549
Bwalanda,29.1217871,-0.982202
Loashi,28.7918831,-1.360502
Kivuye,28.9090904,-1.1191569
Nyabirehe,29.6199518,-0.809411
Bishusha,29.1252848,-1.2642791
Bulengo-Mugunga,29.1390599,-1.6074901
Butare,29.249861,-1.15275
Lwibo,28.7490629,-1.2570559
Missoke,28.6632382,-1.094524
Katoro,29.1534671,-0.99552
Kanzenze,28.9627538,-1.352491
Ngwenda,29.427336,-1.0451657
Lushebere,28.8625478,-1.4067061
Minjenji,28.8503219,-0.9658031
Musingi,28.9311578,-1.194378
Burindi,29.1416389,-1.275556
Kitsule,28.861942,-1.41493
Kaninda,28.8964199,-1.1914389
Kaandja,28.711633,-1.340531
Bweru,28.9403201,-1.1074276
Nyakakoma,29.6036201,-0.56909
Luve,29.1111541,-1.0949739
Kasenga,29.4608635,-0.976233
Kisuma,28.8736139,-1.472732
Muhongozi,29.0347628,-1.1620161
Kibingu,29.1941741,-0.94879
Kirolirwe,29.0191,-1.4006
Buramba,29.5584584,-0.9292675
Osso,28.921612,-1.5279861
Kabare,29.0006897,-1.1590666
Birega,29.2085561,-1.246333
Busenene,29.2454719,-1.1896671
Mulimbi,29.2041112,-1.239083
Busoro,28.7634499,-1.3701041
Butumbalonge,28.9104368,-1.22115
Gigoro,29.549389,-1.317389
Nyahurengi,29.5985092,-0.8062613
Mbuhi-Pilote,29.0063843,-1.079608
Ngesha,28.77682,-1.363218
Kashuga,28.9902762,-1.0552429
Rwindi,29.2925678,-0.7887231
Karambi,29.5537781,-1.167917
Katsiru,29.1079591,-1.12124
Lwibo,28.7444171,-1.262633
Mihara,28.9698478,-1.086844
Kizimba,29.0923189,-1.248076
Busihe,28.9249571,-1.339187
Bukama,29.0355736,-1.1129448
Kisharu,29.5295292,-0.9567712
Rushinga,29.001856,-1.4160499
Kiwanja,29.4312218,-1.157667
Kinyumba,28.734727,-1.2818911
Kubudanda,29.041664,-1.146129
Kirima,29.1924079,-0.982342
Lusogha,29.1121377,-0.8060669
Nyakariba,28.9888891,-1.375278
Rwarema,29.5120559,-1.2794439
Rubaya,28.8744138,-1.5472334
Maliba,28.9243501,-1.2267981
Mihanga,29.0174627,-1.3813063
Nyamirama,29.614477,-0.826397
Katwiguru II,29.4928999,-0.955207
Mitumbala Centre,29.0118333,-1.5588889
Kashalira,29.1662348,-0.986413
Burora,28.733454,-1.3583991
Malemo,28.8814388,-0.986119
Bukonya,29.2429721,-1.132694
Burungu,29.0255,-1.32989
Nyakahanga,29.5439872,-0.9956243
Bihambwe,28.8892367,-1.5163327
Lungu,28.9074409,-1.197237
Kiseguru,29.4370733,-1.0150404
Lushoa,28.7548898,-1.3678621
Rujagati-Misinga,28.9937088,-1.064585
Kalunda,28.9239091,-1.209458
Lulimbi,29.67152,-0.5099039
Bambu,29.2271987,-1.0826459
Rushoga,28.9596667,-1.57825
Kinyandoni,29.4343658,-1.0787767
Rugogwe,28.9690769,-1.183364
Kanyanza,29.2631463,-1.5905201
Bwera,29.3870979,-0.6872082
Binja,29.466319,-0.9715768
Kausa,28.9807668,-1.4380168
Ruza,29.2410101,-1.12507
Katale,28.847543,-1.4377361
Chogero,28.9055729,-1.192887
Nyanzale,29.113547,-1.021331
Kibumba,29.3478059,-1.4769169
Rwanguba,29.5113571,-1.243209
Niacajanga,28.9223651,-1.5272349
Kaseke,28.654151,-1.118321
Bushenge,29.0026672,-1.0743334
Rugebere,29.2096019,-1.0013421
Kahira,28.9223777,-1.2612427
Burumbi,28.6746408,-1.0766094
Kirumba,29.28654,-1.08075
Muheto,28.9481681,-1.339193
Rusave,28.9571955,-1.0971353
Maymoya,29.571111,-0.7766669
Singa,29.1230971,-1.041875
Katembe,29.0301113,-1.5003611
Matebe,29.4848579,-1.245678
Mukohwa,28.794172,-1.373416
Gahinga,28.886773,-1.188925
Tongo,29.2785847,-1.2084914
Murambi,28.9915833,-1.5829167
Kabasanza,29.5197779,-1.2953889
Luke,28.7318233,-1.5049885
Lukweti,28.744677,-1.2160539
Burai,29.4308888,-1.2003611
Kibutu,29.4374008,-1.0981238
Loashi,29.0272219,-1.396667
Rubare,29.4064708,-1.2292774
Nyabiondo,28.7310931,-1.3123729
Busumba,28.9780628,-1.176288
Mukumba,29.500619,-0.9576881
Katobi,28.801022,-0.9633189
Buma,29.5645388,-0.98921
Mutero,28.539891,-1.2628271
Rugoma,28.6749551,-1.048688
Kabalekasha,29.0371,-1.3184101
Nyamilima,29.566521,-0.8831012
Kitembe,29.1605558,-1.276167
Kisigari,29.3637218,-1.381083
Budey,29.1030168,-1.2588011
Kazinga,28.9326111,-1.6100833
Kalembe,28.9383001,-1.02524
Rugebeshe,29.1149611,-1.1351871
Murambi,29.023861,-1.5349444
Mabenga,29.3492999,-1.0119991
Kishee,28.7410072,-1.278585
Misinga,28.9694399,-1.0551257
Munguli,29.1459308,-1.0553369
Myanzi,28.9328722,-1.9201278
Minova,29.0242667,-1.7077861
Bishange,28.9964441,-1.724139
Nyabibwe,28.9397472,-1.9210778
Chanyi,28.975425,-1.9104306
Gasunyu,29.0540833,-1.7311084
Busisi,29.0076667,-1.7103056
Katahandwa,28.8562222,-1.6762222
Kalungu,28.9989161,-1.7674415
Numbi,28.8937206,-1.7876914
Kayirenge,29.0033333,-1.7381111
Bitonga,28.9649589,-1.7081721
Kabulu I,28.9451556,-1.9231444
Butondo,29.026,-1.7003056
Kitembo,29.0716389,-1.6415278
Mitoyo,28.8354444,-1.6611111
Kalungu,28.987175,-1.7612965
Bubale II,28.9913222,-1.8668944
Mukwija,28.986075,-1.8818694
Ngungu Centre,28.8766667,-1.6573611
Shasha,29.0161075,-1.6224821
Muchibwe,29.0610056,-1.6694694
Buzove,29.2442501,-1.647833
Bishasha,28.8700278,-1.6408889
Nzulo,29.1556919,-1.6205601
Kihindo,29.0298571,-1.6299399
Bubale I,29.0082222,-1.8007111
Kiluku,29.0082039,-1.6413941
Lushebere,29.001142,-1.6827636
Bweremana,29.0166965,-1.6763594
Nyamubingwa,29.0284229,-1.638408
Buhanga-Bukobati,29.0282334,-1.6494853
Kimalamungo,29.0638639,-1.9496361
Lukonde,29.0735028,-2.0973944
Mulamba,29.0836139,-2.0190778
Bukole,29.0702732,-1.9736966
Ngula,29.0575547,-2.0800215
Kishenyi,29.0992545,-1.9550265
Lweza,29.0706675,-2.089808
Kishumbu,29.0983415,-2.0386679
Kamole,29.0567615,-2.0092903
Buyumbu,29.0806724,-1.9456612
Kashiraboba,29.0655889,-2.0726278
Kihumba,29.0878935,-1.9481487
Bukinanyana,29.0931889,-2.0464861
Bushonga,29.0834972,-2.0278472
Kamole,29.0464388,-1.9896397
Bulega,29.0669028,-2.070425
Tchugi,29.0974639,-1.9386389
Kagushu,29.051625,-2.0895389
Lukando,28.5063806,-2.0272722
Buku,28.5859084,-2.0547072
Mafuo,28.5850639,-2.0930389
Maibano,28.6165028,-2.0959444
Murangu,28.7117744,-2.0408412
Katobolo,28.6382266,-2.0732103
Kambululu,28.8887778,-2.0880833
Buoro,28.6463639,-2.0872083
Kaundju,28.37025,-2.0937222
Tchigoma,28.6921194,-2.0462639
Cigera Munanira,28.90275,-2.09064
Nyamisimaulo,28.6494969,-2.0714611
Nyamutwe,28.8370556,-2.0442222
Munyandjiro,28.6166,-2.0941417
Chasheke,28.8370556,-2.0644167
Tubondo,28.59587,-2.0729116
Munguahwere,28.9040833,-2.0844167
Karali,28.5856889,-2.0703111
Kanyunyi,28.910236,-2.0042955
Ufamandu,28.3370556,-2.0644167
Lushebera,28.9223556,-1.9588111
Biragorago,28.8910278,-2.0935
Ebisha,28.5513269,-2.0805624
Lushebera,28.9099056,-1.9786556
Chabondo I,28.9056111,-2.0121944
Lwasha,28.5503053,-2.0720711
Cifumbi,28.637275,-2.0214667
Mishamba,28.5530461,-2.0825186
Mukaba,28.5823944,-2.084325
Rukumbuka,28.9211389,-1.9551111
Makwe,28.4597222,-1.9136111
Kusisa,28.7268861,-1.8156778
Kisha,28.7255639,-1.7984972
Kafikira,28.2166672,-2.0761109
Minganzi,28.4734556,-1.9801194
Batayo,28.7298157,-1.8402566
Buanda,28.3715,-2.0581944
Kashewe,28.4725,-1.9713889
Mushafe,28.3584167,-2.0820556
Muhongoza,28.9069167,-2.0976667
Kabenga,28.4681897,-1.9527335
Chabondo II,28.9,-2.0212222
Mukowa,28.4530556,-1.9225
Bora Uzima,28.3779444,-2.0637222
Ramba,28.7138778,-1.9832944
Kichanga,28.3413889,-2.0559167
Kabondo,25.2131758,0.5192154
Bogoro,30.2800319,1.4086756
Cellule Abedi Ojenga,28.0753735,-1.4224192
Cellule Baroba,28.0819764,-1.426653
Cellule Capsa/Cacao,28.0767904,-1.4278795
Mubalaka,28.0886821,-1.4177925
Cellule Shekalese,28.0770711,-1.4418622
Cellule Fonds Indigène,28.0776801,-1.4401655
Cellule Cité 1,28.0794556,-1.4411872
Cellule Nsuru,28.0787535,-1.4415825
Cellule Kamina,28.0812737,-1.4403317
Cellule Cité 2,28.0813085,-1.4426585
Cellule Henri Primo,28.0823248,-1.4446954
Cellule Kamisuku,28.0727138,-1.4143572
Cellule Katimbatimba,28.0690788,-1.409521
Cellule Kilongalonga,28.0712023,-1.4119807
Cellule Kinbanguiste,28.0699251,-1.4132156
Cellule Mombo,28.0718752,-1.4328707
Cellule Camp Mpemba,28.0822641,-1.4343665
Cellule Kibangala,28.0816331,-1.4293835
Cellule Butakuya,28.0651251,-1.4219138
Cellule Kinkambe,28.0625613,-1.4252681
Cellule Nsele,28.0661203,-1.4198403
Cellule Kailenge,28.0839267,-1.4238917
Quartier Majengo,28.0676653,-1.4300859
Cellule Mubi,28.0736745,-1.4202987
Nyalimbala,28.0718503,-1.4202261
Loholo,24.3236683,0.7117033
Yalanga,24.3594392,0.516546
Yandja,24.2807986,0.7511681
Yaniongo,24.2552981,0.7473604
Yatolema,24.5363789,0.4101748
Yanonge,24.7173107,0.5929039
Moma,24.152942,-1.572835
Elinga-Mpango,24.2212821,-1.9905011
Baluku,25.5804862,-0.7899914
Katuku,25.6386879,-0.805007
Lusungu,25.6593254,-0.8082014
Salisali,26.2481786,-0.8403186
Rumangabo,29.3679128,-1.3497782
Kanyabusoro,29.440294,-1.2707891
Kalengera,29.3979794,-1.2567163
Kabaya,29.4001252,-1.3403368
Batiabongena,25.264897,0.6014138
Batiambale,25.2600435,0.594887
Batiamaduka,25.1886175,0.6420488
Madula,25.3732709,0.4657306
Mugwambuli,25.2972068,0.6314961
Baleke,25.2955022,1.0162945
Balila,25.207606,0.9102853
Bangwade,25.2356525,0.9926224
Basulotje,25.2584497,0.7875477
Boliambe,25.2493803,1.0157164
Yakusu,25.0245553,0.5734379
Yasangi,25.2334636,0.8196487
Bogabo,28.7965379,-1.4903926
Bulwa,28.760176,-1.4595927
Buniole,28.9648998,-1.5061584
Gitovu,28.9350622,-1.4744458
Kabarera,28.9828516,-1.4462481
Kahundu,28.9103497,-1.4907384
Kalonge,28.9032457,-1.3810392
Kibirangiro,28.772295,-1.4259639
Kibirwa,28.9762244,-1.4714904
Kiniasi - Matanda,28.9403285,-1.5418976
Kitumbili,29.03565,-1.5937373
Kongo - Matanda,28.9098287,-1.5272158
Masisi,28.8170537,-1.3972123
Mindi,28.7969098,-1.4479107
Mukaka,28.9485072,-1.4415096
Mumba,28.880908,-1.4566343
Mutanda,28.9598167,-1.3839816
Nyokariba,28.9734547,-1.3706802
Bihundo,29.3050233,-1.3526844
Bubugana,29.4041273,-1.3818476
Bugembwe,29.0737472,-1.5063599
Buhumba,29.3486974,-1.5267773
Bulenggia,29.3262262,-1.5953017
Bungeshi Mukuru,29.3850434,-1.543801
Busangara,29.0708007,-1.5181757
Hibumba,29.3482462,-1.5067589
Kabati,29.374877,-1.358123
Kanombe,29.3845746,-1.3959561
Kimoka,29.0617312,-1.5470501
Malyaso,29.3575319,-1.4106163
Moboga,29.3899358,-1.3749115
Rugaramg,29.3548628,-1.5755755
Rugari,29.3766116,-1.4121138
Bibama III,28.5482873,-1.4732106
Bikaniro,28.9133019,-1.5930559
Bitango,28.8396524,-1.5287576
Bokanda,28.8578482,-1.262871
Buhimba,28.6029285,-1.3624448
Bukumbi,28.7789035,-1.5518136
Elangira,28.5481693,-1.4533832
Kabonga,28.9357501,-1.5667475
Kakungwe,28.6678035,-1.4783393
Kalonge,28.7081573,-1.419414
Kangati,28.6066851,-1.3419979
Karambi,28.7717195,-1.5350571
Kasiro,28.6501784,-1.3835593
Kiangirsi,28.6053533,-1.522332
Kibabi,28.8367536,-1.5519396
Kibira,28.799746,-1.2442223
Kigizi,28.9406532,-1.2429622
Kikoma,28.6822347,-1.5539554
Kikuningulwa,28.6182889,-1.3919049
Kilembo,28.7427782,-1.2282196
Kinene,28.5758396,-1.5703446
Kinigi,28.791255,-1.5321593
Kirumbu,28.936368,-1.2120907
Kishomja,28.8930268,-1.2841854
Kitabo,28.5926346,-1.4653166
Lufama,28.5722061,-1.5434984
Mayo,28.6209816,-1.5518136
Mianza,28.6208936,-1.4478362
Mitwa II,28.5603535,-1.4090133
Mitwa,28.5937456,-1.3858126
Mumba,28.8810303,-1.5865247
Nabura,28.8771315,-1.216501
Ngenge,28.5757974,-1.3699559
Ngoi,28.5916155,-1.5033074
Shango,28.8620073,-1.2846697
Tshandaka,28.6238451,-1.4373322
Kashebere,28.672766,-1.3122286
Butemura,29.4598955,-1.2965116
Kabizo,29.2318988,-1.1639872
Kahunga,29.4016315,-1.1263838
Katoro,29.4395179,-1.1132271
Kibati,29.2801698,-1.5696969
Monigi,29.2513549,-1.6331524
Rusayo,29.183514,-1.5787898
Rutshuru,29.4461316,-1.1869031
Matshumbi,28.6499999,-1.666667
Pinga,28.7019817,-0.9839568
Busangara,29.0442145,-1.5186481
Ihusi,28.8988222,-2.0694902
Bulenga,29.091493,-1.6247479
Katale,29.0689109,-1.642469
Kirotshe,29.0313195,-1.6130505
Bubotyo,29.8,0.1
Bugiri,29.666667,-0.85
Buhoma,29.6,-0.966667
Bujerere,29.963895,0.632954
Bundibundu,29.983333,0.833333
Bundiwirima,30,0.816667
Burondo,30.1738666,0.8666201
Busanza,29.616667,-1.2
Butogo,29.966667,0.733333
Bwanjebe,29.616667,-1.333333
Bweramule,30.2123079,0.9661847
Ibimbo,29.883333,0.1
Itojo,30.2241927,0.8420092
Kabwema,29.733333,-0.45
Kachulagenyi,29.65,-0.95
Kahondo,30.3047003,1.0268255
Kakuka,29.9787967,0.5911445
Karambi,29.75,0.05
Kashesa,29.65,-0.8
Katobi,29.716667,-0.566667
Kinanira,29.600556,-1.190833
Kitahulira,29.683333,-0.983333
Kitojo,29.766667,0.116667
Kyabikere,29.75,0.1
Kyesero,29.6,-0.916667
Makondo,30.3,1.083333
Mamirimi,30.083333,0.883333
Mpondwe,29.765,0.095
Namigoye,29.683333,-0.833333
Ntungamo,29.65,-0.883333
Nyakisamve,29.65,-0.566667
Nyalutembe,29.583333,-1.133333
Nyankonde,29.966667,0.616667
Rwamabale,30.1873192,0.9038786
Rwanzu,29.616667,-1.25
Rwebisengo,30.2732131,1.0507314
Sempaya,30.1724986,0.8458856
Yenga,30.016667,0.85
Kalambahiro,28.9923235,-1.2585886
Bandisende,28.7532897,1.356356
Bunangana,29.595378,-1.313035
hameau,28.179152,-0.9571487
hameau,28.2274819,-1.0107889
hameau,28.3048112,-1.092553
hameau,28.3061536,-1.0929981
village,29.227512,-0.0519724
village,28.3476747,-0.9859376
Bilundule,29.1244291,-0.8565611
Kahande,28.4821153,-1.1463445
Eboyo,28.5811115,1.3994469
Bapukeli,28.6161999,1.3906651
Babama,28.6787511,1.4269074
Vulumbi,29.3012858,0.1149844
Bwindi Park Gate,29.6164406,-0.9858312
Nkwenda,29.6165278,-0.9842263
Kakarti,29.6312542,-0.9465385
Kyandago,29.6354357,-0.9451933
Buhoma,29.6143877,-0.9673749
Kanyashande,29.6187897,-0.9467873
UWA Briefing Point,29.616151,-0.9876099
Bisie,27.7369089,-1.0504341
Murole,29.6244207,-1.0567009
